cnumber,"chinese name","english name","login name",password,status
922,遊戲橘子證券有限公司,"Schowalter, Crooks and Armstrong",SBC-mIkVzl,SBC4no9uk,0
923,亞神電子有限公司,Wisoky-Lindgren,SBC-fFCnTm,SBCb5D9lo,0
924,太陽動力數位有限公司,"Harvey, Ortiz and Mayer",SBC-2Bu0Hv,SBCnMW7H7,1
925,洧誠有限公司,"Parisian Group",SBC-rVYklh,SBCZkkidu,0
926,多利安工業有限公司,"Donnelly, Douglas and Yundt",SBC-WuKX4m,SBC8ZwCci,0
927,旺旺有限公司,"Abernathy, Schulist and Wintheiser",SBC-wTgJZB,SBCw9xvSs,0
928,太陽企業股份有限公司,Pfeffer-Satterfield,SBC-Hw9vhx,SBCaaYxq4,1
929,弘煜唱片,Nienow-Corwin,SBC-xerSUI,SBC1B9g5v,0
930,乾坤有限公司,Emmerich-Bednar,SBC-RYfIdU,SBClol9O2,0
931,旺旺電子,Jones-Spencer,SBC-jzoPGn,SBC6dU91N,0
932,角頭文化,"Daniel PLC",SBC-Yfk5TL,SBCww4eno,0
933,大國公司,Lehner-Kreiger,SBC-BY0yNF,SBCdAhANW,0
934,康師傅股份有限公司,Cormier-Bruen,SBC-5mDPKh,SBCVuZE1T,1
935,巨大股份有限公司,"Jast, Weissnat and Okuneva",SBC-iuE76t,SBCSlS0TV,0
936,美樂帝音樂公司,"Wuckert PLC",SBC-2UT2Tz,SBCyhPQJl,0
937,凱基音樂公司,Gislason-Beatty,SBC-n98oAN,SBCzvIhto,0
938,風雲證券,"Bailey PLC",SBC-xVZOBt,SBCA9BYQW,0
939,華特酒店,"Hackett LLC",SBC-W6GmSF,SBCsZ6c7D,0
940,金革科技,Rippin-Murazik,SBC-0BIubo,SBCT2s8jM,0
941,華特娛樂,Schuppe-Erdman,SBC-8ryhtj,SBCTCzlz3,0
942,喬山公司,"Braun, Stark and Greenholt",SBC-d8J2YJ,SBCIv0Cik,0
943,太陽動力工業,"Huels, Purdy and Homenick",SBC-uRA6jq,SBCYBV0BY,0
944,研華數位公司,Pouros-Stiedemann,SBC-5ivQwd,SBCed3Qf4,1
945,阿爾發科技股份有限公司,Nikolaus-Hickle,SBC-ALDxXV,SBCGg4fE9,0
946,趨勢有限公司,"Howell Ltd",SBC-vYwTco,SBCbrSF3Q,1
947,宏碁公司,"Stracke, Corkery and Kemmer",SBC-KAXLjj,SBCKFkUgB,0
948,當然企業股份有限公司,"Barrows, Nicolas and Schmeler",SBC-lN8NT9,SBCU33KI4,0
949,聯強音樂公司,Padberg-Ernser,SBC-FnQX38,SBCsM39oj,0
950,角頭科技,O'Kon-Rolfson,SBC-LGEjeb,SBCxl1WIt,0
951,茂為酒店有限公司,Sipes-Jaskolski,SBC-pQUv55,SBCyLcjZu,0
952,豪記公司,"Quigley LLC",SBC-dztpWC,SBCqkuuBJ,0
953,添翼創越科技股份有限公司,Carroll-Boyer,SBC-u8Xvj0,SBCPWQpG9,0
954,貴族集團股份有限公司,Schmeler-Dickinson,SBC-GwfvxM,SBCyg8xrQ,0
955,小白兔唱片有限公司,Leuschke-Mitchell,SBC-UxFxOU,SBC1zByfF,1
956,野火樂集股份有限公司,"Rowe Ltd",SBC-T5HWve,SBC2IaQdh,0
957,洧誠文化,"Shanahan PLC",SBC-Q9HR5v,SBCmljDQK,0
958,米樂士汽車,"VonRueden PLC",SBC-oL0YEE,SBCqGFkMB,0
959,洧誠股份有限公司,"Gerhold Ltd",SBC-OZaLK4,SBC8GMnNv,1
960,風雲證券,"Bechtelar Inc",SBC-bPLMCW,SBCefwKCI,0
961,金革國際,"Marks Inc",SBC-rcscdX,SBCecCRSi,1
962,華義科技股份有限公司,Funk-Ondricka,SBC-TI4pZK,SBCZ8JqTX,0
963,趨勢公司,"Douglas, Gibson and Volkman",SBC-WAaxyw,SBCY4GvxE,0
964,巨室酒店公司,Fadel-Carroll,SBC-qwNfcq,SBCjnqb8R,0
965,洧誠機械公司,"Heaney, Barton and Klein",SBC-TQxqHZ,SBCd1eva3,0
966,太陽有限公司,"O'Connell Inc",SBC-nsNJUY,SBCHiINvh,0
967,巨大電子,Leannon-Rosenbaum,SBC-ZefY3B,SBCL99kVE,1
968,前衛花園唱片公司,Roob-Mertz,SBC-aVyTr3,SBCMfza6i,1
969,宏碁公司,Kassulke-Labadie,SBC-eZVPaM,SBC0NGCXs,0
970,紅元素公司,"Schowalter, Roberts and Bednar",SBC-CdcxSR,SBCkv6IEu,0
971,擎天有限公司,"Bruen Ltd",SBC-JUPvKk,SBCfONX2T,1
972,訊連國際,"Mante and Sons",SBC-4yI5X4,SBCaBF89z,0
973,小白兔公司,"Turcotte Inc",SBC-UFLQdG,SBCT1e4yq,0
974,福茂證券有限公司,"Robel, Schroeder and Mertz",SBC-ZYSjw7,SBCV01t2D,0
975,美樂帝電腦,Breitenberg-Orn,SBC-bOZ1NE,SBCIh5KPV,1
976,宏達工業公司,"Hartmann, Herman and Kilback",SBC-Agg6TA,SBClZ17w6,1
977,王品電腦,Lakin-Willms,SBC-rLLMB2,SBCF4OT9E,0
978,松崗股份有限公司,Bernier-Beier,SBC-9uqrf5,SBClaxGWx,0
979,巨大公司,"Prohaska, Schuppe and White",SBC-9qlacX,SBCb5bsZw,0
980,太陽電腦股份有限公司,Wilderman-Kohler,SBC-n3hDve,SBCm1ISNn,0
981,宏達證券股份有限公司,"Wolff Ltd",SBC-GvUeui,SBCS3G3FU,0
982,松崗證券有限公司,Schaden-Kulas,SBC-YFXs7A,SBCaBesmN,0
983,華特公司,"Bashirian, Mosciski and Schowalter",SBC-A0MbZ0,SBCMl8WOU,1
984,華特企業股份有限公司,Hartmann-Kub,SBC-EE7ywm,SBCzGhvkA,0
985,前衛花園集團,"Lynch, Hand and Sipes",SBC-CRBydm,SBCsbf5bG,0
986,大國有限公司,"Barton Ltd",SBC-Xvxg2p,SBCA4Ypte,0
987,趨勢股份有限公司,Reichert-Hane,SBC-Z7B5wz,SBCfpNL2p,1
988,華研證券股份有限公司,Harris-Champlin,SBC-2ot2Jg,SBCM4XVGS,1
989,彎的國際,"Baumbach, Jacobson and Franecki",SBC-CxfPFk,SBCzBOFrV,0
990,米樂士百貨公司,"Zieme, Glover and Hilpert",SBC-oxZaT9,SBCXXzEKp,0
991,昱泉有限公司,"Zemlak LLC",SBC-vsbwTG,SBC0j4fl0,0
992,華特酒店有限公司,Bartoletti-Corwin,SBC-LIQ32V,SBCxxjfYe,0
993,豐華科技,"Veum Group",SBC-grN2YK,SBC31QodO,1
994,延伸電腦公司,"Koelpin PLC",SBC-4Bw5EH,SBCusj14E,0
995,睛水證券有限公司,Kris-Schamberger,SBC-nolboT,SBCxK9QYp,0
996,大國百貨,"Keeling PLC",SBC-NZXl1c,SBCKmXAx6,0
997,豪記音樂有限公司,"Johnston, Moen and Runolfsdottir",SBC-FVnUE1,SBCjmvWDx,0
998,華研音樂,"Olson Ltd",SBC-U3CTMw,SBCW1cjQ4,0
999,相信股份有限公司,Kemmer-Heller,SBC-Dquz5l,SBCIwwDRM,0
1000,美利達公司,"Dare LLC",SBC-DoIk3I,SBCJDeaiK,0
